Question_Id,Question_Header,Question_Type,Question_CorrectAnswer, Question_Grade 
966,Data Scientist Toolkit True/False Question 2: Statement about the course.,True/False,FALSE,1
967,Data Scientist Toolkit True/False Question 3: Statement about the course.,True/False,TRUE,1
968,Data Scientist Toolkit True/False Question 4: Statement about the course.,True/False,FALSE,1
969,Data Scientist Toolkit True/False Question 5: Statement about the course.,True/False,TRUE,1
970,Data Scientist Toolkit MCQ Question 1: Choose the correct option.,MCQ,A,3
971,Data Scientist Toolkit MCQ Question 2: Choose the correct option.,MCQ,A,3
972,Data Scientist Toolkit MCQ Question 3: Choose the correct option.,MCQ,A,3
973,Data Scientist Toolkit MCQ Question 4: Choose the correct option.,MCQ,A,3
974,Data Scientist Toolkit MCQ Question 5: Choose the correct option.,MCQ,A,3
975,Machine Learning Operation True/False Question 1: Statement about the course.,True/False,TRUE,1
976,Machine Learning Operation True/False Question 2: Statement about the course.,True/False,FALSE,1
977,Machine Learning Operation True/False Question 3: Statement about the course.,True/False,TRUE,1
978,Machine Learning Operation True/False Question 4: Statement about the course.,True/False,FALSE,1
979,Machine Learning Operation True/False Question 5: Statement about the course.,True/False,TRUE,1
980,Machine Learning Operation MCQ Question 1: Choose the correct option.,MCQ,A,3
981,Machine Learning Operation MCQ Question 2: Choose the correct option.,MCQ,A,3
982,Machine Learning Operation MCQ Question 3: Choose the correct option.,MCQ,A,3
983,Machine Learning Operation MCQ Question 4: Choose the correct option.,MCQ,A,3
984,Machine Learning Operation MCQ Question 5: Choose the correct option.,MCQ,A,3
985,Nest.Js True/False Question 1: Statement about the course.,True/False,TRUE,1
986,Nest.Js True/False Question 2: Statement about the course.,True/False,FALSE,1
987,Nest.Js True/False Question 3: Statement about the course.,True/False,TRUE,1
988,Nest.Js True/False Question 4: Statement about the course.,True/False,FALSE,1
989,Nest.Js True/False Question 5: Statement about the course.,True/False,TRUE,1
990,Nest.Js MCQ Question 1: Choose the correct option.,MCQ,A,3
991,Nest.Js MCQ Question 2: Choose the correct option.,MCQ,A,3
992,Nest.Js MCQ Question 3: Choose the correct option.,MCQ,A,3
993,Nest.Js MCQ Question 4: Choose the correct option.,MCQ,A,3
994,Nest.Js MCQ Question 5: Choose the correct option.,MCQ,A,3
995,Apache Web Server True/False Question 1: Statement about the course.,True/False,TRUE,1
996,Apache Web Server True/False Question 2: Statement about the course.,True/False,FALSE,1
997,Apache Web Server True/False Question 3: Statement about the course.,True/False,TRUE,1
998,Apache Web Server True/False Question 4: Statement about the course.,True/False,FALSE,1
999,Apache Web Server True/False Question 5: Statement about the course.,True/False,TRUE,1
1000,Apache Web Server MCQ Question 1: Choose the correct option.,MCQ,A,3
1001,Apache Web Server MCQ Question 2: Choose the correct option.,MCQ,A,3
1002,Apache Web Server MCQ Question 3: Choose the correct option.,MCQ,A,3
1003,Apache Web Server MCQ Question 4: Choose the correct option.,MCQ,A,3
1004,Apache Web Server MCQ Question 5: Choose the correct option.,MCQ,A,3
1005,Google Cloud Platform True/False Question 1: Statement about the course.,True/False,TRUE,1
1006,Google Cloud Platform True/False Question 2: Statement about the course.,True/False,FALSE,1
1007,Google Cloud Platform True/False Question 3: Statement about the course.,True/False,TRUE,1
1008,Google Cloud Platform True/False Question 4: Statement about the course.,True/False,FALSE,1
1009,Google Cloud Platform True/False Question 5: Statement about the course.,True/False,TRUE,1
1010,Google Cloud Platform MCQ Question 1: Choose the correct option.,MCQ,A,3
1011,Google Cloud Platform MCQ Question 2: Choose the correct option.,MCQ,A,3
1012,Google Cloud Platform MCQ Question 3: Choose the correct option.,MCQ,A,3
1013,Google Cloud Platform MCQ Question 4: Choose the correct option.,MCQ,A,3
1014,Google Cloud Platform MCQ Question 5: Choose the correct option.,MCQ,A,3
1015,Cloud Computing Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
1016,Cloud Computing Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
1017,Cloud Computing Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
1018,Cloud Computing Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
1019,Cloud Computing Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
1020,Cloud Computing Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
1021,Cloud Computing Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
1022,Cloud Computing Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
1023,Cloud Computing Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
1024,Cloud Computing Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
1025,Amazon PaaS Web services True/False Question 1: Statement about the course.,True/False,TRUE,1
1026,Amazon PaaS Web services True/False Question 2: Statement about the course.,True/False,FALSE,1
1027,Amazon PaaS Web services True/False Question 3: Statement about the course.,True/False,TRUE,1
1028,Amazon PaaS Web services True/False Question 4: Statement about the course.,True/False,FALSE,1
1029,Amazon PaaS Web services True/False Question 5: Statement about the course.,True/False,TRUE,1
1030,Amazon PaaS Web services MCQ Question 1: Choose the correct option.,MCQ,A,3
1031,Amazon PaaS Web services MCQ Question 2: Choose the correct option.,MCQ,A,3
1032,Amazon PaaS Web services MCQ Question 3: Choose the correct option.,MCQ,A,3
1033,Amazon PaaS Web services MCQ Question 4: Choose the correct option.,MCQ,A,3
1034,Amazon PaaS Web services MCQ Question 5: Choose the correct option.,MCQ,A,3
1035,Java API for Big Web Service True/False Question 1: Statement about the course.,True/False,TRUE,1
1036,Java API for Big Web Service True/False Question 2: Statement about the course.,True/False,FALSE,1
1037,Java API for Big Web Service True/False Question 3: Statement about the course.,True/False,TRUE,1
1038,Java API for Big Web Service True/False Question 4: Statement about the course.,True/False,FALSE,1
1039,Java API for Big Web Service True/False Question 5: Statement about the course.,True/False,TRUE,1
1040,Java API for Big Web Service MCQ Question 1: Choose the correct option.,MCQ,A,3
1041,Java API for Big Web Service MCQ Question 2: Choose the correct option.,MCQ,A,3
1042,Java API for Big Web Service MCQ Question 3: Choose the correct option.,MCQ,A,3
1043,Java API for Big Web Service MCQ Question 4: Choose the correct option.,MCQ,A,3
1044,Java API for Big Web Service MCQ Question 5: Choose the correct option.,MCQ,A,3
1045,Introduction to JavaScript True/False Question 1: Statement about the course.,True/False,TRUE,1
1046,Introduction to JavaScript True/False Question 2: Statement about the course.,True/False,FALSE,1
1047,Introduction to JavaScript True/False Question 3: Statement about the course.,True/False,TRUE,1
1048,Introduction to JavaScript True/False Question 4: Statement about the course.,True/False,FALSE,1
1049,Introduction to JavaScript True/False Question 5: Statement about the course.,True/False,TRUE,1
1050,Introduction to JavaScript MCQ Question 1: Choose the correct option.,MCQ,A,3
1051,Introduction to JavaScript MCQ Question 2: Choose the correct option.,MCQ,A,3
1052,Introduction to JavaScript MCQ Question 3: Choose the correct option.,MCQ,A,3
1053,Introduction to JavaScript MCQ Question 4: Choose the correct option.,MCQ,A,3
1054,Introduction to JavaScript MCQ Question 5: Choose the correct option.,MCQ,A,3
1055,GUI using Java Programming True/False Question 1: Statement about the course.,True/False,TRUE,1
1056,GUI using Java Programming True/False Question 2: Statement about the course.,True/False,FALSE,1
1057,GUI using Java Programming True/False Question 3: Statement about the course.,True/False,TRUE,1
1058,GUI using Java Programming True/False Question 4: Statement about the course.,True/False,FALSE,1
1059,GUI using Java Programming True/False Question 5: Statement about the course.,True/False,TRUE,1
1060,GUI using Java Programming MCQ Question 1: Choose the correct option.,MCQ,A,3
1061,GUI using Java Programming MCQ Question 2: Choose the correct option.,MCQ,A,3
1062,GUI using Java Programming MCQ Question 3: Choose the correct option.,MCQ,A,3
1063,GUI using Java Programming MCQ Question 4: Choose the correct option.,MCQ,A,3
1064,GUI using Java Programming MCQ Question 5: Choose the correct option.,MCQ,A,3
1065,Flutter Development True/False Question 1: Statement about the course.,True/False,TRUE,1
1066,Flutter Development True/False Question 2: Statement about the course.,True/False,FALSE,1
1067,Flutter Development True/False Question 3: Statement about the course.,True/False,TRUE,1
1068,Flutter Development True/False Question 4: Statement about the course.,True/False,FALSE,1
1069,Flutter Development True/False Question 5: Statement about the course.,True/False,TRUE,1
1070,Flutter Development MCQ Question 1: Choose the correct option.,MCQ,A,3
1071,Flutter Development MCQ Question 2: Choose the correct option.,MCQ,A,3
1072,Flutter Development MCQ Question 3: Choose the correct option.,MCQ,A,3
1073,Flutter Development MCQ Question 4: Choose the correct option.,MCQ,A,3
1074,Flutter Development MCQ Question 5: Choose the correct option.,MCQ,A,3
1075,Developing Applications for iOS using Swift True/False Question 1: Statement about the course.,True/False,TRUE,1
1076,Developing Applications for iOS using Swift True/False Question 2: Statement about the course.,True/False,FALSE,1
1077,Developing Applications for iOS using Swift True/False Question 3: Statement about the course.,True/False,TRUE,1
1078,Developing Applications for iOS using Swift True/False Question 4: Statement about the course.,True/False,FALSE,1
1079,Developing Applications for iOS using Swift True/False Question 5: Statement about the course.,True/False,TRUE,1
1080,Developing Applications for iOS using Swift MCQ Question 1: Choose the correct option.,MCQ,A,3
1081,Developing Applications for iOS using Swift MCQ Question 2: Choose the correct option.,MCQ,A,3
1082,Developing Applications for iOS using Swift MCQ Question 3: Choose the correct option.,MCQ,A,3
1083,Developing Applications for iOS using Swift MCQ Question 4: Choose the correct option.,MCQ,A,3
1084,Developing Applications for iOS using Swift MCQ Question 5: Choose the correct option.,MCQ,A,3
1085,Entity Framework 6 & Core True/False Question 1: Statement about the course.,True/False,TRUE,1
1086,Entity Framework 6 & Core True/False Question 2: Statement about the course.,True/False,FALSE,1
1087,Entity Framework 6 & Core True/False Question 3: Statement about the course.,True/False,TRUE,1
1088,Entity Framework 6 & Core True/False Question 4: Statement about the course.,True/False,FALSE,1
1089,Entity Framework 6 & Core True/False Question 5: Statement about the course.,True/False,TRUE,1
1090,Entity Framework 6 & Core MCQ Question 1: Choose the correct option.,MCQ,A,3
1091,Entity Framework 6 & Core MCQ Question 2: Choose the correct option.,MCQ,A,3
1092,Entity Framework 6 & Core MCQ Question 3: Choose the correct option.,MCQ,A,3
1093,Entity Framework 6 & Core MCQ Question 4: Choose the correct option.,MCQ,A,3
1094,Entity Framework 6 & Core MCQ Question 5: Choose the correct option.,MCQ,A,3
1095,DevOps (Elective Course) True/False Question 1: Statement about the course.,True/False,TRUE,1
1096,DevOps (Elective Course) True/False Question 2: Statement about the course.,True/False,FALSE,1
1097,DevOps (Elective Course) True/False Question 3: Statement about the course.,True/False,TRUE,1
1098,DevOps (Elective Course) True/False Question 4: Statement about the course.,True/False,FALSE,1
1099,DevOps (Elective Course) True/False Question 5: Statement about the course.,True/False,TRUE,1
1100,DevOps (Elective Course) MCQ Question 1: Choose the correct option.,MCQ,A,3
1101,DevOps (Elective Course) MCQ Question 2: Choose the correct option.,MCQ,A,3
1102,DevOps (Elective Course) MCQ Question 3: Choose the correct option.,MCQ,A,3
1103,DevOps (Elective Course) MCQ Question 4: Choose the correct option.,MCQ,A,3
1104,DevOps (Elective Course) MCQ Question 5: Choose the correct option.,MCQ,A,3
1105,Power Platform & Dynamics 365 CE (CRM) True/False Question 1: Statement about the course.,True/False,TRUE,1
1106,Power Platform & Dynamics 365 CE (CRM) True/False Question 2: Statement about the course.,True/False,FALSE,1
1107,Power Platform & Dynamics 365 CE (CRM) True/False Question 3: Statement about the course.,True/False,TRUE,1
1108,Power Platform & Dynamics 365 CE (CRM) True/False Question 4: Statement about the course.,True/False,FALSE,1
1109,Power Platform & Dynamics 365 CE (CRM) True/False Question 5: Statement about the course.,True/False,TRUE,1
1110,Power Platform & Dynamics 365 CE (CRM) MCQ Question 1: Choose the correct option.,MCQ,A,3
1111,Power Platform & Dynamics 365 CE (CRM) MCQ Question 2: Choose the correct option.,MCQ,A,3
1112,Power Platform & Dynamics 365 CE (CRM) MCQ Question 3: Choose the correct option.,MCQ,A,3
1113,Power Platform & Dynamics 365 CE (CRM) MCQ Question 4: Choose the correct option.,MCQ,A,3
1114,Power Platform & Dynamics 365 CE (CRM) MCQ Question 5: Choose the correct option.,MCQ,A,3
1115,Angular Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
1116,Angular Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
1117,Angular Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
1118,Angular Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
1119,Angular Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
1120,Angular Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
1121,Angular Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
1122,Angular Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
1123,Angular Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
1124,Angular Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
1125,HTML5 & CSS3 True/False Question 1: Statement about the course.,True/False,TRUE,1
1126,HTML5 & CSS3 True/False Question 2: Statement about the course.,True/False,FALSE,1
1127,HTML5 & CSS3 True/False Question 3: Statement about the course.,True/False,TRUE,1
1128,HTML5 & CSS3 True/False Question 4: Statement about the course.,True/False,FALSE,1
1129,HTML5 & CSS3 True/False Question 5: Statement about the course.,True/False,TRUE,1
1130,HTML5 & CSS3 MCQ Question 1: Choose the correct option.,MCQ,A,3
1131,HTML5 & CSS3 MCQ Question 2: Choose the correct option.,MCQ,A,3
1132,HTML5 & CSS3 MCQ Question 3: Choose the correct option.,MCQ,A,3
1133,HTML5 & CSS3 MCQ Question 4: Choose the correct option.,MCQ,A,3
1134,HTML5 & CSS3 MCQ Question 5: Choose the correct option.,MCQ,A,3
1135,4G LTE Network Fundamentals & Architecture True/False Question 1: Statement about the course.,True/False,TRUE,1
1136,4G LTE Network Fundamentals & Architecture True/False Question 2: Statement about the course.,True/False,FALSE,1
1137,4G LTE Network Fundamentals & Architecture True/False Question 3: Statement about the course.,True/False,TRUE,1
1138,4G LTE Network Fundamentals & Architecture True/False Question 4: Statement about the course.,True/False,FALSE,1
1139,4G LTE Network Fundamentals & Architecture True/False Question 5: Statement about the course.,True/False,TRUE,1
1140,4G LTE Network Fundamentals & Architecture MCQ Question 1: Choose the correct option.,MCQ,A,3
1141,4G LTE Network Fundamentals & Architecture MCQ Question 2: Choose the correct option.,MCQ,A,3
1142,4G LTE Network Fundamentals & Architecture MCQ Question 3: Choose the correct option.,MCQ,A,3
1143,4G LTE Network Fundamentals & Architecture MCQ Question 4: Choose the correct option.,MCQ,A,3
1144,4G LTE Network Fundamentals & Architecture MCQ Question 5: Choose the correct option.,MCQ,A,3
1145,Telecom Security Workshop True/False Question 1: Statement about the course.,True/False,TRUE,1
1146,Telecom Security Workshop True/False Question 2: Statement about the course.,True/False,FALSE,1
1147,Telecom Security Workshop True/False Question 3: Statement about the course.,True/False,TRUE,1
1148,Telecom Security Workshop True/False Question 4: Statement about the course.,True/False,FALSE,1
1149,Telecom Security Workshop True/False Question 5: Statement about the course.,True/False,TRUE,1
1150,Telecom Security Workshop MCQ Question 1: Choose the correct option.,MCQ,A,3
1151,Telecom Security Workshop MCQ Question 2: Choose the correct option.,MCQ,A,3
1152,Telecom Security Workshop MCQ Question 3: Choose the correct option.,MCQ,A,3
1153,Telecom Security Workshop MCQ Question 4: Choose the correct option.,MCQ,A,3
1154,Telecom Security Workshop MCQ Question 5: Choose the correct option.,MCQ,A,3
1155,Responsive Web Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
1156,Responsive Web Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
1157,Responsive Web Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
1158,Responsive Web Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
1159,Responsive Web Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
1160,Responsive Web Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
1161,Responsive Web Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
1162,Responsive Web Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
1163,Responsive Web Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
1164,Responsive Web Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
1165,React JS True/False Question 1: Statement about the course.,True/False,TRUE,1
1166,React JS True/False Question 2: Statement about the course.,True/False,FALSE,1
1167,React JS True/False Question 3: Statement about the course.,True/False,TRUE,1
1168,React JS True/False Question 4: Statement about the course.,True/False,FALSE,1
1169,React JS True/False Question 5: Statement about the course.,True/False,TRUE,1
1170,React JS MCQ Question 1: Choose the correct option.,MCQ,A,3
1171,React JS MCQ Question 2: Choose the correct option.,MCQ,A,3
1172,React JS MCQ Question 3: Choose the correct option.,MCQ,A,3
1173,React JS MCQ Question 4: Choose the correct option.,MCQ,A,3
1174,React JS MCQ Question 5: Choose the correct option.,MCQ,A,3
1175,DevOps True/False Question 1: Statement about the course.,True/False,TRUE,1
1176,DevOps True/False Question 2: Statement about the course.,True/False,FALSE,1
1177,DevOps True/False Question 3: Statement about the course.,True/False,TRUE,1
1178,DevOps True/False Question 4: Statement about the course.,True/False,FALSE,1
1179,DevOps True/False Question 5: Statement about the course.,True/False,TRUE,1
1180,DevOps MCQ Question 1: Choose the correct option.,MCQ,A,3
1181,DevOps MCQ Question 2: Choose the correct option.,MCQ,A,3
1182,DevOps MCQ Question 3: Choose the correct option.,MCQ,A,3
1183,DevOps MCQ Question 4: Choose the correct option.,MCQ,A,3
1184,DevOps MCQ Question 5: Choose the correct option.,MCQ,A,3
1185,ASP .Net Web APIs True/False Question 1: Statement about the course.,True/False,TRUE,1
1186,ASP .Net Web APIs True/False Question 2: Statement about the course.,True/False,FALSE,1
1187,ASP .Net Web APIs True/False Question 3: Statement about the course.,True/False,TRUE,1
1188,ASP .Net Web APIs True/False Question 4: Statement about the course.,True/False,FALSE,1
1189,ASP .Net Web APIs True/False Question 5: Statement about the course.,True/False,TRUE,1
1190,ASP .Net Web APIs MCQ Question 1: Choose the correct option.,MCQ,A,3
1191,ASP .Net Web APIs MCQ Question 2: Choose the correct option.,MCQ,A,3
1192,ASP .Net Web APIs MCQ Question 3: Choose the correct option.,MCQ,A,3
1193,ASP .Net Web APIs MCQ Question 4: Choose the correct option.,MCQ,A,3
1194,ASP .Net Web APIs MCQ Question 5: Choose the correct option.,MCQ,A,3
1195,Visual C# .Net True/False Question 1: Statement about the course.,True/False,TRUE,1
1196,Visual C# .Net True/False Question 2: Statement about the course.,True/False,FALSE,1
1197,Visual C# .Net True/False Question 3: Statement about the course.,True/False,TRUE,1
1198,Visual C# .Net True/False Question 4: Statement about the course.,True/False,FALSE,1
1199,Visual C# .Net True/False Question 5: Statement about the course.,True/False,TRUE,1
1200,Visual C# .Net MCQ Question 1: Choose the correct option.,MCQ,A,3
1201,Visual C# .Net MCQ Question 2: Choose the correct option.,MCQ,A,3
1202,Visual C# .Net MCQ Question 3: Choose the correct option.,MCQ,A,3
1203,Visual C# .Net MCQ Question 4: Choose the correct option.,MCQ,A,3
1204,Visual C# .Net MCQ Question 5: Choose the correct option.,MCQ,A,3
1205,.Net Design Patterns True/False Question 1: Statement about the course.,True/False,TRUE,1
1206,.Net Design Patterns True/False Question 2: Statement about the course.,True/False,FALSE,1
1207,.Net Design Patterns True/False Question 3: Statement about the course.,True/False,TRUE,1
1208,.Net Design Patterns True/False Question 4: Statement about the course.,True/False,FALSE,1
1209,.Net Design Patterns True/False Question 5: Statement about the course.,True/False,TRUE,1
1210,.Net Design Patterns MCQ Question 1: Choose the correct option.,MCQ,A,3
1211,.Net Design Patterns MCQ Question 2: Choose the correct option.,MCQ,A,3
1212,.Net Design Patterns MCQ Question 3: Choose the correct option.,MCQ,A,3
1213,.Net Design Patterns MCQ Question 4: Choose the correct option.,MCQ,A,3
1214,.Net Design Patterns MCQ Question 5: Choose the correct option.,MCQ,A,3
1215,AWS Fundamentals True/False Question 1: Statement about the course.,True/False,TRUE,1
1216,AWS Fundamentals True/False Question 2: Statement about the course.,True/False,FALSE,1
1217,AWS Fundamentals True/False Question 3: Statement about the course.,True/False,TRUE,1
1218,AWS Fundamentals True/False Question 4: Statement about the course.,True/False,FALSE,1
1219,AWS Fundamentals True/False Question 5: Statement about the course.,True/False,TRUE,1
1220,AWS Fundamentals MCQ Question 1: Choose the correct option.,MCQ,A,3
1221,AWS Fundamentals MCQ Question 2: Choose the correct option.,MCQ,A,3
1222,AWS Fundamentals MCQ Question 3: Choose the correct option.,MCQ,A,3
1223,AWS Fundamentals MCQ Question 4: Choose the correct option.,MCQ,A,3
1224,AWS Fundamentals MCQ Question 5: Choose the correct option.,MCQ,A,3
1225,Processing Big Data Tools True/False Question 1: Statement about the course.,True/False,TRUE,1
1226,Processing Big Data Tools True/False Question 2: Statement about the course.,True/False,FALSE,1
1227,Processing Big Data Tools True/False Question 3: Statement about the course.,True/False,TRUE,1
1228,Processing Big Data Tools True/False Question 4: Statement about the course.,True/False,FALSE,1
1229,Processing Big Data Tools True/False Question 5: Statement about the course.,True/False,TRUE,1
1230,Processing Big Data Tools MCQ Question 1: Choose the correct option.,MCQ,A,3
1231,Processing Big Data Tools MCQ Question 2: Choose the correct option.,MCQ,A,3
1232,Processing Big Data Tools MCQ Question 3: Choose the correct option.,MCQ,A,3
1233,Processing Big Data Tools MCQ Question 4: Choose the correct option.,MCQ,A,3
1234,Processing Big Data Tools MCQ Question 5: Choose the correct option.,MCQ,A,3
1235,Deep Learning True/False Question 1: Statement about the course.,True/False,TRUE,1
1236,Deep Learning True/False Question 2: Statement about the course.,True/False,FALSE,1
1237,Deep Learning True/False Question 3: Statement about the course.,True/False,TRUE,1
1238,Deep Learning True/False Question 4: Statement about the course.,True/False,FALSE,1
1239,Deep Learning True/False Question 5: Statement about the course.,True/False,TRUE,1
1240,Deep Learning MCQ Question 1: Choose the correct option.,MCQ,A,3
1241,Deep Learning MCQ Question 2: Choose the correct option.,MCQ,A,3
1242,Deep Learning MCQ Question 3: Choose the correct option.,MCQ,A,3
1243,Deep Learning MCQ Question 4: Choose the correct option.,MCQ,A,3
1244,Deep Learning MCQ Question 5: Choose the correct option.,MCQ,A,3
1245,Machine Learning True/False Question 1: Statement about the course.,True/False,TRUE,1
1246,Machine Learning True/False Question 2: Statement about the course.,True/False,FALSE,1
1247,Machine Learning True/False Question 3: Statement about the course.,True/False,TRUE,1
1248,Machine Learning True/False Question 4: Statement about the course.,True/False,FALSE,1
1249,Machine Learning True/False Question 5: Statement about the course.,True/False,TRUE,1
1250,Machine Learning MCQ Question 1: Choose the correct option.,MCQ,A,3
1251,Machine Learning MCQ Question 2: Choose the correct option.,MCQ,A,3
1252,Machine Learning MCQ Question 3: Choose the correct option.,MCQ,A,3
1253,Machine Learning MCQ Question 4: Choose the correct option.,MCQ,A,3
1254,Machine Learning MCQ Question 5: Choose the correct option.,MCQ,A,3
1255,Introduction to AI True/False Question 1: Statement about the course.,True/False,TRUE,1
1256,Introduction to AI True/False Question 2: Statement about the course.,True/False,FALSE,1
1257,Introduction to AI True/False Question 3: Statement about the course.,True/False,TRUE,1
1258,Introduction to AI True/False Question 4: Statement about the course.,True/False,FALSE,1
1259,Introduction to AI True/False Question 5: Statement about the course.,True/False,TRUE,1
1260,Introduction to AI MCQ Question 1: Choose the correct option.,MCQ,A,3
1261,Introduction to AI MCQ Question 2: Choose the correct option.,MCQ,A,3
1262,Introduction to AI MCQ Question 3: Choose the correct option.,MCQ,A,3
1263,Introduction to AI MCQ Question 4: Choose the correct option.,MCQ,A,3
1264,Introduction to AI MCQ Question 5: Choose the correct option.,MCQ,A,3
1265,Programming Challenges and Kaggle Competition True/False Question 1: Statement about the course.,True/False,TRUE,1
1266,Programming Challenges and Kaggle Competition True/False Question 2: Statement about the course.,True/False,FALSE,1
1267,Programming Challenges and Kaggle Competition True/False Question 3: Statement about the course.,True/False,TRUE,1
1268,Programming Challenges and Kaggle Competition True/False Question 4: Statement about the course.,True/False,FALSE,1
1269,Programming Challenges and Kaggle Competition True/False Question 5: Statement about the course.,True/False,TRUE,1
1270,Programming Challenges and Kaggle Competition MCQ Question 1: Choose the correct option.,MCQ,A,3
1271,Programming Challenges and Kaggle Competition MCQ Question 2: Choose the correct option.,MCQ,A,3
1272,Programming Challenges and Kaggle Competition MCQ Question 3: Choose the correct option.,MCQ,A,3
1273,Programming Challenges and Kaggle Competition MCQ Question 4: Choose the correct option.,MCQ,A,3
1274,Programming Challenges and Kaggle Competition MCQ Question 5: Choose the correct option.,MCQ,A,3
1275,Software Quality Assurance Essentials True/False Question 1: Statement about the course.,True/False,TRUE,1
1276,Software Quality Assurance Essentials True/False Question 2: Statement about the course.,True/False,FALSE,1
1277,Software Quality Assurance Essentials True/False Question 3: Statement about the course.,True/False,TRUE,1
1278,Software Quality Assurance Essentials True/False Question 4: Statement about the course.,True/False,FALSE,1
1279,Software Quality Assurance Essentials True/False Question 5: Statement about the course.,True/False,TRUE,1
1280,Software Quality Assurance Essentials MCQ Question 1: Choose the correct option.,MCQ,A,3
1281,Software Quality Assurance Essentials MCQ Question 2: Choose the correct option.,MCQ,A,3
1282,Software Quality Assurance Essentials MCQ Question 3: Choose the correct option.,MCQ,A,3
1283,Software Quality Assurance Essentials MCQ Question 4: Choose the correct option.,MCQ,A,3
1284,Software Quality Assurance Essentials MCQ Question 5: Choose the correct option.,MCQ,A,3
1285,Developing & Testing True/False Question 1: Statement about the course.,True/False,TRUE,1
1286,Developing & Testing True/False Question 2: Statement about the course.,True/False,FALSE,1
1287,Developing & Testing True/False Question 3: Statement about the course.,True/False,TRUE,1
1288,Developing & Testing True/False Question 4: Statement about the course.,True/False,FALSE,1
1289,Developing & Testing True/False Question 5: Statement about the course.,True/False,TRUE,1
1290,Developing & Testing MCQ Question 1: Choose the correct option.,MCQ,A,3
1291,Developing & Testing MCQ Question 2: Choose the correct option.,MCQ,A,3
1292,Developing & Testing MCQ Question 3: Choose the correct option.,MCQ,A,3
1293,Developing & Testing MCQ Question 4: Choose the correct option.,MCQ,A,3
1294,Developing & Testing MCQ Question 5: Choose the correct option.,MCQ,A,3
1295,Effective Test Case and Bug Report Writing Techniques True/False Question 1: Statement about the course.,True/False,TRUE,1
1296,Effective Test Case and Bug Report Writing Techniques True/False Question 2: Statement about the course.,True/False,FALSE,1
1297,Effective Test Case and Bug Report Writing Techniques True/False Question 3: Statement about the course.,True/False,TRUE,1
1298,Effective Test Case and Bug Report Writing Techniques True/False Question 4: Statement about the course.,True/False,FALSE,1
1299,Effective Test Case and Bug Report Writing Techniques True/False Question 5: Statement about the course.,True/False,TRUE,1
1300,Effective Test Case and Bug Report Writing Techniques MCQ Question 1: Choose the correct option.,MCQ,A,3
1301,Effective Test Case and Bug Report Writing Techniques MCQ Question 2: Choose the correct option.,MCQ,A,3
1302,Effective Test Case and Bug Report Writing Techniques MCQ Question 3: Choose the correct option.,MCQ,A,3
1303,Effective Test Case and Bug Report Writing Techniques MCQ Question 4: Choose the correct option.,MCQ,A,3
1304,Effective Test Case and Bug Report Writing Techniques MCQ Question 5: Choose the correct option.,MCQ,A,3
